ID,Lat,Long
287,33.4582804,-111.9427977
288,33.4580983,-111.9428592
289,33.4581430,-111.9429186
290,33.4581438,-111.9431511
291,33.4580993,-111.9432669
292,33.4584128,-111.9433457
293,33.4586107,-111.9432510
294,33.4584977,-111.9430668
295,33.4584990,-111.9430099
296,33.4581499,-111.9423937
297,33.4585485,-111.9429223
298,33.4585859,-111.9429928
299,33.4585565,-111.9430782
300,33.4586438,-111.9429041
301,33.4588217,-111.9428262
302,33.4589081,-111.9429350
303,33.4589181,-111.9431712
304,33.4586971,-111.9432952
305,33.4586522,-111.9433456
306,33.4581915,-111.9424294
307,33.4580798,-111.9425083
308,33.4580549,-111.9423370
309,33.4587055,-111.9431205
310,33.4586838,-111.9430511
311,33.4581455,-111.9424894
312,33.4581393,-111.9425367
313,33.4602118,-111.9434326
314,33.4589922,-111.9459199
315,33.4586276,-111.9465631
316,33.4609178,-111.9475523
317,33.4610627,-111.9460571
318,33.4611334,-111.9482342
319,33.4613845,-111.9479487
320,33.4616240,-111.9478880
321,33.4616914,-111.9479831
322,33.4617554,-111.9481740
323,33.4619341,-111.9479797
324,33.4581166,-111.9459046
325,33.4620535,-111.9475421
326,33.4621057,-111.9466231
327,33.4621868,-111.9466003
328,33.4619344,-111.9468275
329,33.4617356,-111.9468320
330,33.4617001,-111.9468662
331,33.4616172,-111.9467610
332,33.4616978,-111.9466624
333,33.4615517,-111.9465726
334,33.4573594,-111.9458892
335,33.4620842,-111.9465452
336,33.4616255,-111.9464951
337,33.4617747,-111.9458379
338,33.4623478,-111.9461555
339,33.4623996,-111.9462555
340,33.4623597,-111.9465425
341,33.4610851,-111.9465085
342,33.4575395,-111.9476746
343,33.4611670,-111.9472488
344,33.4618610,-111.9458180
345,33.4620226,-111.9465318
346,33.4607660,-111.9471734
347,33.4619389,-111.9467662
348,33.4620931,-111.9466009
349,33.4620155,-111.9469078
350,33.4583525,-111.9478121
351,33.4615772,-111.9461861
352,33.4612682,-111.9461261
353,33.4622485,-111.9458746
354,33.4612252,-111.9461577
355,33.4620141,-111.9459893
356,33.4606955,-111.9469208
357,33.4620300,-111.9459703
358,33.4610076,-111.9461339
359,33.4587674,-111.9476776
360,33.4619048,-111.9458124
361,33.4619290,-111.9457499
362,33.4619056,-111.9457847
363,33.4616733,-111.9464821
364,33.4622824,-111.9468807
365,33.4619184,-111.9470308
366,33.4618338,-111.9471831
367,33.4617578,-111.9471614
368,33.4587949,-111.9478469
369,33.4617043,-111.9471342
370,33.4617920,-111.9469911
371,33.4617384,-111.9470216
372,33.4616681,-111.9472462
373,33.4615712,-111.9473114
374,33.4614719,-111.9473223
375,33.4615161,-111.9475338
376,33.4614808,-111.9474912
377,33.4586997,-111.9469623
378,33.4610245,-111.9482660
379,33.4613153,-111.9474032
380,33.4614588,-111.9472138
381,33.4613704,-111.9469351
382,33.4613635,-111.9468184
383,33.4625320,-111.9463248
384,33.4625332,-111.9461935
385,33.4625663,-111.9461286
386,33.4611030,-111.9481959
387,33.4610620,-111.9480274
388,33.4588996,-111.9468402
389,33.4610026,-111.9480594
390,33.4611361,-111.9479531
391,33.4611337,-111.9479478
392,33.4612123,-111.9478933
393,33.4611315,-111.9485293
394,33.4611407,-111.9485387
395,33.4614595,-111.9483968
396,33.4615053,-111.9482873
397,33.4615920,-111.9482940
398,33.4615666,-111.9482229
399,33.4619207,-111.9478911
400,33.4620210,-111.9480036
401,33.4622539,-111.9477064
402,33.4621980,-111.9475818
403,33.4624909,-111.9475792
404,33.4626491,-111.9476118
405,33.4620482,-111.9476258
406,33.4616719,-111.9482910
407,33.4619070,-111.9473554
408,33.4619479,-111.9472983
409,33.4624597,-111.9459751
410,33.4623051,-111.9457342
411,33.4626191,-111.9459217
412,33.4626705,-111.9458673
413,33.4623277,-111.9470865
414,33.4627062,-111.9465853
415,33.4626905,-111.9463955
416,33.4615789,-111.9479372
417,33.4629454,-111.9460894
418,33.4629779,-111.9460965
419,33.4603402,-111.9467337
420,33.4602397,-111.9465502
421,33.4600334,-111.9463217
422,33.4604186,-111.9463904
423,33.4605016,-111.9459677
424,33.4586159,-111.9435668
425,33.4606282,-111.9459280
426,33.4630453,-111.9455929
427,33.4617140,-111.9475782
428,33.4633020,-111.9454190
429,33.4634217,-111.9452680
430,33.4635141,-111.9449814
431,33.4634838,-111.9449468
432,33.4635200,-111.9448254
433,33.4635970,-111.9448164
434,33.4635151,-111.9447517
435,33.4639157,-111.9443580
436,33.4639153,-111.9435891
437,33.4618221,-111.9475917
438,33.4618477,-111.9475485
439,33.4617940,-111.9474746
440,33.4618309,-111.9478816
441,33.4627998,-111.9425372
442,33.4627091,-111.9435017
443,33.4627113,-111.9434960
444,33.4615123,-111.9468394
445,33.4625760,-111.9429637
446,33.4624485,-111.9428020
447,33.4624036,-111.9426343
448,33.4619590,-111.9421566
449,33.4619760,-111.9423460
450,33.4618218,-111.9424362
451,33.4620435,-111.9426631
452,33.4612440,-111.9429607
453,33.4642362,-111.9429718
454,33.4621900,-111.9440505
455,33.4621018,-111.9440131
456,33.4621814,-111.9442022
457,33.4623354,-111.9445115
458,33.4623320,-111.9445214
459,33.4622807,-111.9445827
460,33.4621609,-111.9447227
461,33.4618965,-111.9444594
462,33.4643644,-111.9433107
463,33.4622544,-111.9447131
464,33.4622871,-111.9447568
465,33.4623329,-111.9447517
466,33.4622606,-111.9447962
467,33.4622862,-111.9450203
468,33.4624286,-111.9448723
469,33.4624766,-111.9449226
470,33.4644752,-111.9425887
471,33.4624761,-111.9449283
472,33.4648709,-111.9412873
473,33.4642673,-111.9424385
474,33.4624712,-111.9449321
475,33.4574263,-111.9422280
476,33.4575707,-111.9423579
477,33.4579851,-111.9425250
478,33.4579321,-111.9426269
479,33.4578535,-111.9425882
480,33.4578388,-111.9425748
481,33.4578153,-111.9426244
482,33.4575891,-111.9425727
483,33.4630709,-111.9452065
484,33.4574903,-111.9424990
485,33.4574937,-111.9425532
486,33.4575196,-111.9426111
487,33.4575193,-111.9426172
488,33.4572965,-111.9425912
489,33.4572409,-111.9426217
490,33.4598895,-111.9471461
491,33.4598868,-111.9471611
492,33.4603159,-111.9477070
493,33.4601342,-111.9476824
494,33.4600783,-111.9475677
495,33.4598668,-111.9476207
496,33.4598668,-111.9476208
497,33.4592104,-111.9466238
498,33.4592141,-111.9463011
499,33.4591498,-111.9462058
500,33.4590853,-111.9466922
501,33.4594562,-111.9478504
502,33.4589312,-111.9471819
503,33.4632739,-111.9449443
504,33.4589521,-111.9470006
505,33.4586566,-111.9479123
506,33.4587482,-111.9475761
507,33.4587482,-111.9475821
508,33.4584392,-111.9469762
509,33.4584495,-111.9461703
510,33.4580179,-111.9427087
511,33.4580091,-111.9427091
512,33.4578067,-111.9427583
513,33.4578824,-111.9427185
514,33.4621294,-111.9468205
515,33.4587675,-111.9422379
516,33.4579303,-111.9422108
517,33.4578068,-111.9423475
518,33.4616930,-111.9454764
519,33.4576655,-111.9429314
520,33.4573610,-111.9430846
521,33.4579678,-111.9430733
522,33.4580499,-111.9431276
523,33.4577243,-111.9436433
524,33.4574076,-111.9437141
525,33.4581558,-111.9435808
526,33.4581855,-111.9435280
527,33.4575621,-111.9437958
528,33.4583371,-111.9435888
529,33.4583807,-111.9435776
530,33.4576689,-111.9429587
531,33.4585284,-111.9436178
532,33.4585754,-111.9437245
533,33.4585587,-111.9436549
534,33.4583582,-111.9435454
535,33.4583955,-111.9435503
536,33.4585662,-111.9435463
537,33.4584780,-111.9475106
538,33.4584796,-111.9476259
539,33.4584761,-111.9476329
540,33.4585381,-111.9477295
541,33.4575418,-111.9429049
542,33.4583305,-111.9477269
543,33.4583433,-111.9475182
544,33.4581659,-111.9474666
545,33.4582307,-111.9476060
546,33.4585616,-111.9436358
547,33.4584726,-111.9439832
548,33.4583079,-111.9440208
549,33.4581863,-111.9438525
550,33.4582128,-111.9438192
551,33.4580529,-111.9438283
552,33.4578015,-111.9427683
553,33.4580141,-111.9437999
554,33.4579873,-111.9438703
555,33.4578912,-111.9439948
556,33.4580302,-111.9440731
557,33.4581290,-111.9441104
558,33.4581841,-111.9441855
559,33.4583551,-111.9441890
560,33.4583597,-111.9442828
561,33.4583463,-111.9442913
562,33.4577783,-111.9427517
563,33.4581082,-111.9444280
564,33.4575638,-111.9426825
565,33.4572513,-111.9430957
566,33.4578971,-111.9432871
567,33.4580113,-111.9434301
568,33.4587365,-111.9436192
569,33.4585492,-111.9445113
570,33.4588886,-111.9442669
571,33.4589570,-111.9442669
572,33.4590354,-111.9443073
573,33.4590399,-111.9443625
574,33.4590702,-111.9442989
575,33.4590183,-111.9444140
576,33.4589313,-111.9444658
577,33.4590951,-111.9445317
578,33.4588314,-111.9444173
579,33.4588526,-111.9436901
580,33.4587290,-111.9445068
581,33.4586868,-111.9445397
582,33.4587564,-111.9445494
583,33.4588000,-111.9446131
584,33.4588941,-111.9445944
585,33.4585931,-111.9448189
586,33.4585626,-111.9447022
587,33.4587565,-111.9447696
588,33.4587914,-111.9448217
589,33.4589032,-111.9439323
590,33.4589449,-111.9448026
591,33.4589926,-111.9448166
592,33.4589323,-111.9447322
593,33.4590939,-111.9447769
594,33.4590992,-111.9447466
595,33.4591487,-111.9446747
596,33.4592339,-111.9444905
597,33.4592256,-111.9447795
598,33.4590863,-111.9447002
599,33.4591378,-111.9447302
600,33.4587055,-111.9440866
601,33.4591156,-111.9446004
602,33.4592066,-111.9446104
603,33.4592060,-111.9447378
604,33.4592684,-111.9448220
605,33.4593146,-111.9447569
606,33.4593444,-111.9448548
607,33.4592756,-111.9449784
608,33.4592809,-111.9449888
609,33.4592895,-111.9447091
610,33.4592128,-111.9449571
611,33.4585370,-111.9440780
612,33.4593168,-111.9449356
613,33.4585620,-111.9443137
614,33.4586597,-111.9443259
615,33.4587546,-111.9442174
616,33.4588450,-111.9441790
617,33.4591236,-111.9448423
618,33.4590537,-111.9451558
619,33.4591142,-111.9451142
620,33.4591500,-111.9451422
621,33.4591234,-111.9451907
622,33.4590814,-111.9452273
623,33.4590833,-111.9452371
624,33.4592626,-111.9452275
625,33.4593207,-111.9455253
626,33.4594669,-111.9456160
627,33.4595893,-111.9457037
628,33.4591650,-111.9448853
629,33.4596208,-111.9456525
630,33.4596278,-111.9455636
631,33.4595612,-111.9455675
632,33.4595745,-111.9454558
633,33.4593830,-111.9452514
634,33.4593521,-111.9452169
635,33.4594830,-111.9451629
636,33.4583032,-111.9425052
637,33.4583347,-111.9432644
638,33.4586320,-111.9450904
639,33.4591374,-111.9449461
640,33.4588739,-111.9453251
641,33.4588730,-111.9453359
642,33.4588954,-111.9453451
643,33.4587953,-111.9453139
644,33.4587836,-111.9453682
645,33.4586959,-111.9453256
646,33.4590854,-111.9455540
647,33.4590410,-111.9455653
648,33.4588617,-111.9458424
649,33.4588775,-111.9458313
650,33.4590833,-111.9449508
651,33.4588661,-111.9458030
652,33.4586696,-111.9456628
653,33.4585625,-111.9456794
654,33.4585313,-111.9454336
655,33.4585398,-111.9454264
656,33.4586241,-111.9458110
657,33.4587272,-111.9459032
658,33.4584070,-111.9455456
659,33.4581910,-111.9454720
660,33.4581603,-111.9454666
661,33.4588761,-111.9449447
662,33.4578091,-111.9459009
663,33.4589130,-111.9449894
664,33.4586960,-111.9452623
665,33.4589821,-111.9451924
666,33.4589991,-111.9452330
667,33.4578683,-111.9474586
668,33.4575559,-111.9473313
669,33.4573319,-111.9468267
670,33.4577714,-111.9455417
671,33.4579670,-111.9453679
672,33.4578664,-111.9452803
673,33.4578380,-111.9453448
674,33.4572530,-111.9443858
675,33.4576557,-111.9446895
676,33.4584572,-111.9443589
677,33.4583704,-111.9445044
678,33.4579490,-111.9446117
679,33.4575077,-111.9443079
680,33.4573673,-111.9446586
681,33.4573138,-111.9449313
682,33.4576575,-111.9444003
683,33.4577599,-111.9442666
684,33.4583381,-111.9444527
685,33.4583644,-111.9444565
686,33.4582499,-111.9445156
687,33.4578155,-111.9478776
688,33.4580718,-111.9446991
689,33.4580293,-111.9447049
690,33.4577665,-111.9446723
691,33.4626254,-111.9477283
692,33.4580115,-111.9497274
693,33.4585617,-111.9489654
694,33.4585694,-111.9488014
695,33.4576369,-111.9500325
696,33.4574562,-111.9485762
697,33.4577258,-111.9470855
698,33.4582248,-111.9491507
699,33.4581033,-111.9494190
700,33.4582316,-111.9495511
701,33.4582912,-111.9495967
702,33.4582873,-111.9488409
703,33.4608318,-111.9483655
704,33.4587670,-111.9483387
705,33.4587553,-111.9483090
706,33.4577013,-111.9464834
707,33.4588131,-111.9482008
708,33.4577126,-111.9464336
709,33.4575988,-111.9467539
710,33.4575582,-111.9470648
711,33.4574736,-111.9470609
712,33.4580270,-111.9480590
713,33.4590331,-111.9484173
714,33.4589819,-111.9491525
715,33.4596773,-111.9480483
716,33.4597362,-111.9483169
717,33.4597414,-111.9487706
718,33.4598324,-111.9486883
719,33.4599018,-111.9490188
720,33.4603966,-111.9480984
721,33.4603783,-111.9484644
722,33.4588938,-111.9479477
723,33.4606839,-111.9483984
724,33.4603389,-111.9491391
725,33.4625030,-111.9483702
726,33.4625260,-111.9481271
727,33.4626150,-111.9479614
728,33.4625677,-111.9478667
729,33.4625907,-111.9478931
730,33.4625283,-111.9480309
731,33.4625009,-111.9480084
732,33.4589058,-111.9479669
733,33.4628082,-111.9477791
734,33.4634706,-111.9456560
735,33.4620474,-111.9466394
736,33.4592820,-111.9447530
737,33.4593960,-111.9449704
738,33.4611911,-111.9481001
739,33.4620907,-111.9473978
740,33.4593668,-111.9485014
741,33.4620195,-111.9474117
742,33.4621986,-111.9471482
743,33.4588556,-111.9425248
744,33.4602514,-111.9441817
745,33.4622388,-111.9464202
746,33.4606817,-111.9435822
747,33.4593137,-111.9486406
748,33.4592931,-111.9486188
749,33.4595358,-111.9488676
750,33.4591253,-111.9479124
751,33.4591610,-111.9480344
752,33.4595941,-111.9446265
753,33.4594086,-111.9447660
754,33.4594373,-111.9447238
755,33.4595359,-111.9447076
756,33.4595872,-111.9447739
757,33.4595161,-111.9447706
758,33.4594827,-111.9447562
759,33.4594053,-111.9449005
760,33.4593668,-111.9449556
761,33.4593384,-111.9450590
762,33.4595118,-111.9448950
763,33.4595771,-111.9446255
764,33.4595637,-111.9448544
765,33.4595814,-111.9448394
766,33.4595861,-111.9448759
767,33.4595248,-111.9449920
768,33.4595480,-111.9450679
769,33.4595783,-111.9446073
770,33.4595042,-111.9444855
771,33.4594418,-111.9444531
772,33.4595001,-111.9446021
773,33.4595124,-111.9446742
774,33.4593946,-111.9446673
775,33.4593341,-111.9446958
776,33.4600663,-111.9438908
777,33.4598635,-111.9443836
778,33.4598312,-111.9443882
779,33.4598563,-111.9444289
780,33.4598692,-111.9443069
781,33.4598690,-111.9442961
782,33.4602783,-111.9441671
783,33.4602671,-111.9441444
784,33.4601230,-111.9440685
785,33.4599827,-111.9438644
786,33.4590364,-111.9438546
787,33.4596837,-111.9445282
788,33.4597112,-111.9445306
789,33.4597931,-111.9442853
790,33.4598605,-111.9443886
791,33.4601938,-111.9435436
792,33.4602061,-111.9432873
793,33.4602324,-111.9431913
794,33.4599347,-111.9429482
795,33.4598860,-111.9429949
796,33.4598436,-111.9430238
797,33.4598357,-111.9429805
798,33.4598101,-111.9429551
799,33.4598133,-111.9429056
800,33.4596644,-111.9429466
801,33.4601493,-111.9435957
802,33.4596121,-111.9427326
803,33.4595669,-111.9429651
804,33.4595301,-111.9427842
805,33.4594803,-111.9425013
806,33.4595542,-111.9424968
807,33.4595606,-111.9424567
808,33.4595066,-111.9423553
809,33.4596211,-111.9423344
810,33.4596063,-111.9432446
811,33.4596213,-111.9432894
812,33.4600878,-111.9435626
813,33.4598439,-111.9433829
814,33.4598638,-111.9431873
815,33.4599162,-111.9434123
816,33.4599171,-111.9434368
817,33.4599027,-111.9435852
818,33.4600762,-111.9428492
819,33.4600315,-111.9427760
820,33.4599371,-111.9426045
821,33.4600716,-111.9426145
822,33.4597318,-111.9429466
823,33.4596178,-111.9429757
824,33.4596150,-111.9429783
825,33.4589499,-111.9428466
826,33.4599581,-111.9433218
827,33.4600265,-111.9433023
828,33.4600951,-111.9433798
829,33.4601233,-111.9432814
830,33.4601433,-111.9433030
831,33.4594938,-111.9430975
832,33.4595609,-111.9431551
833,33.4599867,-111.9434763
834,33.4602445,-111.9436622
835,33.4591276,-111.9430349
836,33.4598988,-111.9443629
837,33.4591355,-111.9439540
838,33.4600521,-111.9436955
839,33.4599295,-111.9432518
840,33.4598727,-111.9433317
841,33.4596505,-111.9426155
842,33.4594986,-111.9429794
843,33.4591163,-111.9432681
844,33.4590887,-111.9432442
845,33.4603056,-111.9433570
846,33.4615739,-111.9462053
847,33.4604339,-111.9458329
848,33.4603215,-111.9433497
849,33.4604275,-111.9437429
850,33.4604632,-111.9436590
851,33.4609748,-111.9438424
852,33.4608269,-111.9445500
853,33.4612540,-111.9458396
854,33.4613602,-111.9458395
855,33.4588676,-111.9447295
856,33.4615341,-111.9450014
857,33.4616797,-111.9446205
858,33.4615568,-111.9461912
859,33.4603773,-111.9453004
860,33.4598765,-111.9455082
861,33.4597619,-111.9455784
862,33.4597751,-111.9458181
863,33.4603994,-111.9449443
864,33.4614312,-111.9437159
865,33.4597689,-111.9456311
866,33.4609302,-111.9442764
867,33.4606971,-111.9445809
868,33.4610079,-111.9446182
869,33.4610649,-111.9448183
870,33.4610422,-111.9448468
871,33.4614037,-111.9449372
872,33.4603319,-111.9436452
873,33.4622037,-111.9466892
874,33.4622019,-111.9466712
875,33.4617433,-111.9475115
876,33.4592685,-111.9449155
877,33.4607676,-111.9447309
878,33.4592440,-111.9446149
879,33.4590495,-111.9448365
880,33.4594037,-111.9447360
881,33.4600966,-111.9428815
882,33.4633479,-111.9433526
883,33.4634929,-111.9433672
884,33.4635058,-111.9433229
885,33.4635511,-111.9433676
886,33.4636363,-111.9434690
887,33.4636851,-111.9436647
888,33.4637188,-111.9436585
889,33.4637125,-111.9437173
890,33.4635220,-111.9436732
891,33.4635082,-111.9435755
892,33.4602144,-111.9430503
893,33.4634633,-111.9435476
894,33.4635591,-111.9439421
895,33.4628119,-111.9456617
896,33.4600351,-111.9490371
897,33.4600321,-111.9490069
898,33.4599997,-111.9490240
899,33.4598067,-111.9496287
900,33.4597878,-111.9496516
901,33.4597728,-111.9496515
902,33.4601471,-111.9436559
903,33.4597554,-111.9497291
904,33.4597972,-111.9497793
905,33.4597561,-111.9497881
906,33.4631452,-111.9433314
907,33.4631572,-111.9433478
908,33.4631478,-111.9433771
909,33.4632861,-111.9433704
910,33.4632834,-111.9434025
911,33.4609420,-111.9442757
912,33.4603016,-111.9433918
913,33.4602832,-111.9433998
914,33.4603054,-111.9434334
915,33.4602096,-111.9432503
916,33.4602220,-111.9431438
917,33.4601350,-111.9432467
918,33.4598664,-111.9427563
919,33.4600320,-111.9432439
920,33.4601595,-111.9429392
921,33.4599112,-111.9428414
922,33.4599497,-111.9427412
923,33.4600375,-111.9426157
924,33.4600710,-111.9432846
925,33.4599091,-111.9430200
926,33.4601053,-111.9426047
927,33.4599906,-111.9430205
928,33.4598846,-111.9432381
929,33.4594991,-111.9429792
930,33.4594996,-111.9429809
931,33.4587823,-111.9424668
