Genus,Species,Accession/Planting,Inventory Date,Status,Inventory Note,Measurement Date,Height,Height Unit,DBH,DBH Unit,Measurement Note,Location Details/Directions to Site,Inventory Latitude,Inventory Longitude
Carnegiea,gigantea,1993-0095-01-2,2/26/20 13:52,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/20 13:52,19.2,feet,,,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",,33.4612264,-111.9445992
Carnegiea,gigantea,1993-0101-01-1,2/26/20 13:53,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/20 13:53,25,feet,,,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",,33.4607413,-111.9445206
Carnegiea,gigantea,1993-0108-01-1,2/26/20 13:53,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/20 13:53,8.6,feet,,,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",,33.4607405,-111.9449303
Carnegiea,gigantea,1993-0291-01-1,2/26/20 13:41,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/20 13:41,13.6,feet,,,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",,33.460864,-111.9443405
Carnegiea,gigantea,1993-0293-01-1,2/26/20 13:41,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/20 13:41,22.8,feet,,,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",,33.4608979,-111.9443415
Carnegiea,gigantea,1993-0375-01-2,2/26/20 13:34,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/20 13:34,18.2,feet,,,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",,33.4619088,-111.9455454
Carnegiea,gigantea,1993-0397-01-1,2/26/20 13:53,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/20 13:53,6.2,feet,,,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",,33.4600462,-111.9426482
Carnegiea,gigantea,1993-0402-01-2,2/26/20 13:38,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/20 13:38,27.8,feet,,,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",,33.460004,-111.9446859
Carnegiea,gigantea,1993-0416-01-3,2/26/20 13:43,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/20 13:43,9.5,feet,,,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",,33.46067,-111.9452138
Carnegiea,gigantea,2002-0161-01-10,2/26/20 13:43,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/20 13:43,3.2,feet,,,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",,33.4621716,-111.9463686
Carnegiea,gigantea,2002-0161-01-12,2/26/20 13:31,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/20 13:31,3.7,feet,,,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",,33.4623998,-111.9465321
Carnegiea,gigantea,2002-0161-01-13,2/26/20 13:31,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/20 13:31,4,feet,,,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",,33.4624465,-111.9463007
Carnegiea,gigantea,2002-0161-01-14,2/26/20 13:44,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/20 13:44,2.6,feet,,,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",,33.4622773,-111.9462356
Carnegiea,gigantea,2002-0161-01-15,2/26/20 13:31,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/20 13:31,3.5,feet,,,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",,33.462422,-111.9464826
Carnegiea,gigantea,2002-0161-01-16,2/26/20 13:31,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/20 13:31,4.8,feet,,,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",,33.4623892,-111.9465585
Carnegiea,gigantea,2002-0161-01-17,2/26/20 13:31,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/20 13:31,1.8,feet,,,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",,33.4624,-111.9464083
Carnegiea,gigantea,2002-0161-01-19,2/26/20 13:43,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/20 13:43,5.3,feet,,,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",,33.462381,-111.9466129
Carnegiea,gigantea,2002-0161-01-2,2/26/20 13:43,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/20 13:43,3.4,feet,,,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",,33.4622039,-111.9463696
Carnegiea,gigantea,2002-0161-01-4,2/26/20 13:31,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/20 13:31,5.5,feet,,,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",,33.4623114,-111.9461614
Carnegiea,gigantea,2002-0161-01-5,2/26/20 13:30,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/20 13:30,3.7,feet,,,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",,33.4622173,-111.9464757
Carnegiea,gigantea,2002-0161-01-9,2/26/20 13:40,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/20 13:40,4.1,feet,,,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",,33.4620551,-111.9464847
Carnegiea,gigantea,2002-0188-01-1,2/26/20 13:51,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/20 13:51,16,feet,,,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",Plant with variegated stripes on north side. Seeds collected and in germination by Patrick Quirk.,33.4585091,-111.9426562
Carnegiea,gigantea,2008-0001-01-1,2/26/20 13:50,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/20 13:50,15.1,feet,,,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",,33.4581087,-111.9422625
Carnegiea,gigantea,2008-0001-01-10,2/26/20 13:51,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/20 13:51,2.8,feet,,,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",,33.4580993,-111.9425739
Carnegiea,gigantea,2008-0001-01-11,2/26/20 13:51,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/20 13:51,22.6,feet,,,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",,33.4581324,-111.9426512
Carnegiea,gigantea,2008-0001-01-12,2/26/20 13:51,Alive,"Wobbly. Saguaro Inventory 2020, VN, 2/26/20",2/26/20 13:51,25.5,feet,,,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",,33.4581181,-111.9426892
Carnegiea,gigantea,2008-0001-01-13,2/26/20 13:51,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/20 13:51,13.3,feet,,,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",,33.4582091,-111.9426117
Carnegiea,gigantea,2008-0001-01-14,2/26/20 13:51,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/20 13:51,17,feet,,,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",,33.4582046,-111.9426186
Carnegiea,gigantea,2008-0001-01-15,2/26/20 13:51,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/20 13:51,23.6,feet,,,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",,33.4582128,-111.9425204
Carnegiea,gigantea,2008-0001-01-16,2/26/20 13:51,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/20 13:51,18.4,feet,,,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",,33.4581623,-111.942586
Carnegiea,gigantea,2008-0001-01-17,2/26/20 13:51,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/20 13:51,19.9,feet,,,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",,33.4582385,-111.9423071
Carnegiea,gigantea,2008-0001-01-18,2/26/20 13:51,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/20 13:51,21.8,feet,,,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",,33.458283,-111.9423615
Carnegiea,gigantea,2008-0001-01-19,2/26/20 13:51,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/20 13:51,13.9,feet,,,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",,33.458343,-111.9425226
Carnegiea,gigantea,2008-0001-01-2,2/26/20 13:50,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/20 13:50,4,feet,,,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",,33.4580641,-111.9422466
Carnegiea,gigantea,2008-0001-01-20,2/26/20 13:51,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/20 13:51,15.5,feet,,,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",,33.4583992,-111.9425067
Carnegiea,gigantea,2008-0001-01-21,2/26/20 13:51,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/20 13:51,17.3,feet,,,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",,33.4584062,-111.9425991
Carnegiea,gigantea,2008-0001-01-22,2/26/20 13:51,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/20 13:51,21.2,feet,,,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",,33.4585819,-111.9424698
Carnegiea,gigantea,2008-0001-01-24,2/26/20 13:50,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/20 13:50,17.5,feet,,,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",,33.4584021,-111.9421347
Carnegiea,gigantea,2008-0001-01-25,2/26/20 13:50,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/20 13:50,18,feet,,,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",,33.4586705,-111.9421697
Carnegiea,gigantea,2008-0001-01-26,2/26/20 13:50,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/20 13:50,19.4,feet,,,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",,33.4586882,-111.9421746
Carnegiea,gigantea,2008-0001-01-27,2/26/20 13:51,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/20 13:51,12.1,feet,,,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",,33.4588105,-111.9422688
Carnegiea,gigantea,2008-0001-01-28,2/26/20 13:51,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/20 13:51,19.4,feet,,,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",,33.4588073,-111.9423759
Carnegiea,gigantea,2008-0001-01-29,2/26/20 13:51,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/20 13:51,17.6,feet,,,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",,33.4588153,-111.9423733
Carnegiea,gigantea,2008-0001-01-3,2/26/20 13:50,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/20 13:50,19,feet,,,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",,33.45813,-111.9422771
Carnegiea,gigantea,2008-0001-01-30,2/26/20 13:51,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/20 13:51,19,feet,,,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",,33.4588932,-111.9423241
Carnegiea,gigantea,2008-0001-01-35,2/26/20 13:51,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/20 13:51,23.1,feet,,,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",,33.4587511,-111.942591
Carnegiea,gigantea,2008-0001-01-36,2/26/20 13:51,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/20 13:51,16.9,feet,,,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",,33.458672,-111.9426531
Carnegiea,gigantea,2008-0001-01-37,2/26/20 13:51,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/20 13:51,22.6,feet,,,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",,33.458654,-111.9426622
Carnegiea,gigantea,2008-0001-01-38,2/26/20 13:51,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/20 13:51,20.7,feet,,,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",,33.4585199,-111.9427205
Carnegiea,gigantea,2008-0001-01-39,2/26/20 13:51,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/20 13:51,14.3,feet,,,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",,33.4583976,-111.9428028
Carnegiea,gigantea,2008-0001-01-4,2/26/20 13:50,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/20 13:50,18.2,feet,,,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",,33.4581296,-111.9422909
Carnegiea,gigantea,2008-0001-01-40,2/26/20 13:51,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/20 13:51,17.1,feet,,,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",,33.458407,-111.9428228
Carnegiea,gigantea,2008-0001-01-41,2/26/20 13:51,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/20 13:51,19.6,feet,,,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",,33.4582804,-111.9427977
Carnegiea,gigantea,2008-0001-01-42,2/26/20 13:51,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/20 13:51,20.5,feet,,,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",,33.4580983,-111.9428592
Carnegiea,gigantea,2008-0001-01-43,2/26/20 13:52,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/20 13:52,18.8,feet,,,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",,33.458143,-111.9429186
Carnegiea,gigantea,2008-0001-01-44,7/8/20 0:00,Alive,,7/8/20 0:00,14.3,feet,,inches,2 arms. 0 buds.,,33.4581438,-111.9431511
Carnegiea,gigantea,2008-0001-01-45,2/26/20 13:52,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/20 13:52,20.2,feet,,,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",,33.4580993,-111.9432669
Carnegiea,gigantea,2008-0001-01-46,2/26/20 13:52,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/20 13:52,17.3,feet,,,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",,33.4584128,-111.9433457
Carnegiea,gigantea,2008-0001-01-47,2/26/20 13:52,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/20 13:52,15.8,feet,,,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",,33.4586107,-111.943251
Carnegiea,gigantea,2008-0001-01-48,2/26/20 13:52,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/20 13:52,16.7,feet,,,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",,33.4584977,-111.9430668
Carnegiea,gigantea,2008-0001-01-49,2/26/20 13:52,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/20 13:52,22.4,feet,,,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",,33.458499,-111.9430099
Carnegiea,gigantea,2008-0001-01-5,2/26/20 13:51,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/20 13:51,4.4,feet,,,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",,33.4581499,-111.9423937
Carnegiea,gigantea,2008-0001-01-50,2/26/20 13:51,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/20 13:51,7,feet,,,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",,33.4585485,-111.9429223
Carnegiea,gigantea,2008-0001-01-51,2/26/20 13:52,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/20 13:52,5.1,feet,,,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",,33.4585859,-111.9429928
Carnegiea,gigantea,2008-0001-01-52,2/26/20 13:52,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/20 13:52,4,feet,,,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",,33.4585565,-111.9430782
Carnegiea,gigantea,2008-0001-01-53,2/26/20 13:51,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/20 13:51,18.8,feet,,,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",,33.4586438,-111.9429041
Carnegiea,gigantea,2008-0001-01-54,2/26/20 13:51,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/20 13:51,20.7,feet,,,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",,33.4588217,-111.9428262
Carnegiea,gigantea,2008-0001-01-55,2/26/20 13:51,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/20 13:51,24.7,feet,,,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",,33.4589081,-111.942935
Carnegiea,gigantea,2008-0001-01-56,2/26/20 13:52,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/20 13:52,15.1,feet,,,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",,33.4589181,-111.9431712
Carnegiea,gigantea,2008-0001-01-58,2/26/20 13:52,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/20 13:52,15.5,feet,,,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",,33.4586971,-111.9432952
Carnegiea,gigantea,2008-0001-01-59,2/26/20 13:52,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/20 13:52,7.9,feet,,,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",,33.4586522,-111.9433456
Carnegiea,gigantea,2008-0001-01-6,2/26/20 13:51,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/20 13:51,19.9,feet,,,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",,33.4581915,-111.9424294
Carnegiea,gigantea,2008-0001-01-60,2/26/20 13:51,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/20 13:51,1.9,feet,,,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",,33.4580798,-111.9425083
Carnegiea,gigantea,2008-0001-01-61,2/26/20 13:51,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/20 13:51,9.1,feet,,,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",,33.4580549,-111.942337
Carnegiea,gigantea,2008-0001-01-62,2/26/20 13:52,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/20 13:52,7,feet,,,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",,33.4587055,-111.9431205
Carnegiea,gigantea,2008-0001-01-63,2/26/20 13:52,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/20 13:52,4,feet,,,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",,33.4586838,-111.9430511
Carnegiea,gigantea,2008-0001-01-7,2/26/20 13:51,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/20 13:51,16.6,feet,,,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",,33.4581455,-111.9424894
Carnegiea,gigantea,2008-0001-01-9,2/26/20 13:51,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/20 13:51,17.3,feet,,,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",,33.4581393,-111.9425367
Carnegiea,gigantea,2011-0084-01-2,2/26/20 13:46,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/20 13:46,1.4,feet,,,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",,33.4602118,-111.9434326
Carnegiea,gigantea,2012-0065-01-1,2/26/20 13:50,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/20 13:50,13.2,feet,,,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",,33.4589922,-111.9459199
Carnegiea,gigantea,2012-0065-01-10,2/26/20 13:35,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/20 13:35,16.6,feet,,,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",,33.4586276,-111.9465631
Carnegiea,gigantea,2012-0065-01-11,2/26/20 13:31,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/20 13:31,17.8,feet,,,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",,33.4609178,-111.9475523
Carnegiea,gigantea,2012-0065-01-13,2/26/20 13:31,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/20 13:31,12.8,feet,,,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",,33.4610627,-111.9460571
Carnegiea,gigantea,2012-0065-01-14,2/26/20 13:32,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/20 13:32,14.4,feet,,,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",,33.4611334,-111.9482342
Carnegiea,gigantea,2012-0065-01-15,2/26/20 13:32,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/20 13:32,11.6,feet,,,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",,33.4613845,-111.9479487
Carnegiea,gigantea,2012-0065-01-16,2/26/20 13:33,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/20 13:33,19.1,feet,,,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",,33.461624,-111.947888
Carnegiea,gigantea,2012-0065-01-17,2/26/20 13:33,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/20 13:33,13.6,feet,,,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",,33.4616914,-111.9479831
Carnegiea,gigantea,2012-0065-01-18,2/26/20 13:50,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/20 13:50,9.5,feet,,,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",,33.4617554,-111.948174
Carnegiea,gigantea,2012-0065-01-19,2/26/20 13:50,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/20 13:50,8.2,feet,,,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",,33.4619341,-111.9479797
Carnegiea,gigantea,2012-0065-01-2,2/26/20 13:50,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/20 13:50,14,feet,,,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",,33.4581166,-111.9459046
Carnegiea,gigantea,2012-0065-01-20,2/26/20 13:50,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/20 13:50,13.4,feet,,,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",,33.4620535,-111.9475421
Carnegiea,gigantea,2012-0065-01-22,2/26/20 13:30,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/20 13:30,2.4,feet,,,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",,33.4621057,-111.9466231
Carnegiea,gigantea,2012-0065-01-23,2/26/20 13:30,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/20 13:30,5.6,feet,,,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",,33.4621868,-111.9466003
Carnegiea,gigantea,2012-0065-01-24,2/26/20 13:30,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/20 13:30,15.2,feet,,,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",,33.4619344,-111.9468275
Carnegiea,gigantea,2012-0065-01-25,2/26/20 13:30,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/20 13:30,23.4,feet,,,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",,33.4617356,-111.946832
Carnegiea,gigantea,2012-0065-01-26,2/26/20 13:31,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/20 13:31,17.9,feet,,,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",,33.4617001,-111.9468662
Carnegiea,gigantea,2012-0065-01-27,2/26/20 13:31,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/20 13:31,23.8,feet,,,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",,33.4616172,-111.946761
Carnegiea,gigantea,2012-0065-01-28,2/26/20 13:31,Alive,"Measured tallest of two.. Saguaro Inventory 2020, VN, 2/26/20",2/26/20 13:31,13.8,feet,,,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",,33.4616978,-111.9466624
Carnegiea,gigantea,2012-0065-01-29,2/26/20 13:31,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/20 13:31,19.6,feet,,,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",,33.4615517,-111.9465726
Carnegiea,gigantea,2012-0065-01-3,2/26/20 13:48,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/20 13:48,12.7,feet,,,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",,33.4573594,-111.9458892
Carnegiea,gigantea,2012-0065-01-30,2/26/20 13:30,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/20 13:30,7.5,feet,,,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",,33.4620842,-111.9465452
Carnegiea,gigantea,2012-0065-01-31,2/26/20 13:31,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/20 13:31,14.3,feet,,,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",,33.4616255,-111.9464951
Carnegiea,gigantea,2012-0065-01-33,2/26/20 13:31,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/20 13:31,12.4,feet,,,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",,33.4617747,-111.9458379
Carnegiea,gigantea,2012-0065-01-34,2/26/20 13:31,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/20 13:31,20.9,feet,,,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",,33.4623478,-111.9461555
Carnegiea,gigantea,2012-0065-01-35,2/26/20 13:31,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/20 13:31,3.8,feet,,,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",,33.4623996,-111.9462555
Carnegiea,gigantea,2012-0065-01-36,2/26/20 13:31,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/20 13:31,2.4,feet,,,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",,33.4623597,-111.9465425
Carnegiea,gigantea,2012-0065-01-39,2/26/20 13:31,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/20 13:31,16.8,feet,,,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",,33.4610851,-111.9465085
Carnegiea,gigantea,2012-0065-01-4,2/26/20 13:48,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/20 13:48,15.4,feet,,,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",,33.4575395,-111.9476746
Carnegiea,gigantea,2012-0065-01-41,2/26/20 13:31,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/20 13:31,20.1,feet,,,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",,33.461167,-111.9472488
Carnegiea,gigantea,2012-0065-01-42,2/26/20 13:50,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/20 13:50,14.2,feet,,,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",,33.461861,-111.945818
Carnegiea,gigantea,2012-0065-01-43,2/26/20 13:31,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/20 13:31,0.6,feet,,,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",,33.4620226,-111.9465318
Carnegiea,gigantea,2012-0065-01-44,2/26/20 13:31,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/20 13:31,20.3,feet,,,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",,33.460766,-111.9471734
