Accession/Planting,Most Recent Inventory Date,Status,Inventory Note,Most Recent Measurement Date,Height,Height Unit,Measurement Note,Inventory Latitude,Inventory Longitude
2013-0063-01-19,2/26/2020 13:37,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:37,4.8,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4596644,-111.9429466
2013-0063-01-2,2/26/2020 13:39,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:39,3.7,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4601493,-111.9435957
2013-0063-01-20,2/26/2020 13:38,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:38,1.8,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4596121,-111.9427326
2013-0063-01-21,2/26/2020 13:37,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:37,1.8,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4595669,-111.9429651
2013-0063-01-22,2/26/2020 13:38,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:38,1.1,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4595301,-111.9427842
2013-0063-01-23,2/26/2020 13:38,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:38,1.4,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4594803,-111.9425013
2013-0063-01-24,2/26/2020 13:38,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:38,2.1,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4595542,-111.9424968
2013-0063-01-25,2/26/2020 13:38,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:38,4.7,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4595606,-111.9424567
2013-0063-01-26,2/26/2020 13:38,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:38,1.8,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4595066,-111.9423553
2013-0063-01-27,2/26/2020 13:38,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:38,2,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4596211,-111.9423344
2013-0063-01-28,2/26/2020 13:40,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:40,3.3,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4596063,-111.9432446
2013-0063-01-29,2/26/2020 13:40,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:40,5.2,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4596213,-111.9432894
2013-0063-01-3,2/26/2020 13:40,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:40,13.6,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4600878,-111.9435626
2013-0063-01-30,2/26/2020 13:40,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:40,2.08,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4598439,-111.9433829
2013-0063-01-31,2/26/2020 13:37,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:37,3.9,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4598638,-111.9431873
2013-0063-01-32,2/26/2020 13:40,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:40,1.75,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4599162,-111.9434123
2013-0063-01-33,2/26/2020 13:40,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:40,1.8,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4599171,-111.9434368
2013-0063-01-34,2/26/2020 13:40,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:40,5.25,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4599027,-111.9435852
2013-0063-01-35,2/26/2020 13:40,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:40,2.7,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4600762,-111.9428492
2013-0063-01-36,2/26/2020 13:40,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:40,3.2,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4600315,-111.942776
2013-0063-01-37,2/26/2020 13:40,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:40,1.6,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4599371,-111.9426045
2013-0063-01-39,2/26/2020 13:40,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:40,2.2,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4600716,-111.9426145
2013-0063-01-40,2/26/2020 13:37,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:37,1.7,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4597318,-111.9429466
2013-0063-01-41,2/26/2020 13:37,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:37,1,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4596178,-111.9429757
2013-0063-01-42,2/26/2020 13:41,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:41,1,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.459615,-111.9429783
2013-0063-01-43,2/26/2020 13:40,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:40,1.7,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4589499,-111.9428466
2013-0063-01-5,2/26/2020 13:37,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:37,2.08,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4599581,-111.9433218
2013-0063-01-6,2/26/2020 13:37,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:37,2.4,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4600265,-111.9433023
2013-0063-01-7,2/26/2020 13:37,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:37,1.1,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4600951,-111.9433798
2013-0063-01-8,2/26/2020 13:37,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:37,2.1,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4601233,-111.9432814
2013-0063-01-9,2/26/2020 13:37,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:37,4.1,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4601433,-111.943303
2013-0064-01-1,2/26/2020 13:38,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:38,13.2,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4594938,-111.9430975
2013-0064-01-2,2/26/2020 13:38,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:38,15.7,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4595609,-111.9431551
2013-0064-01-3,2/26/2020 13:40,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:40,11.1,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4599867,-111.9434763
2013-0064-01-4,2/26/2020 13:39,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:39,7.4,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4602445,-111.9436622
2013-0064-01-6,2/26/2020 13:40,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:40,20.7,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4591276,-111.9430349
2013-0187-01-1,2/26/2020 13:41,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:41,1.8,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4598988,-111.9443629
2013-0187-01-2,2/26/2020 13:41,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:41,0.9,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4591355,-111.943954
2013-0187-01-3,2/26/2020 13:40,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:40,1.3,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4600521,-111.9436955
2013-0187-01-4,2/26/2020 13:41,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:41,0.8,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4599295,-111.9432518
2013-0187-01-5,2/26/2020 13:44,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:44,2.67,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4598727,-111.9433317
2013-0187-01-6,2/26/2020 13:41,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:41,0.9,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4596505,-111.9426155
2013-0187-01-7,2/26/2020 13:41,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:41,1,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4594986,-111.9429794
2013-0187-01-8,2/26/2020 13:41,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:41,3,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4591163,-111.9432681
2013-0187-01-9,2/26/2020 13:41,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:41,0.9,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4590887,-111.9432442
2013-0265-01-1,2/26/2020 13:43,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:43,2.6,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4603056,-111.943357
2013-0265-01-10,2/26/2020 13:45,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:45,5.6,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4615739,-111.9462053
2013-0265-01-11,2/26/2020 13:38,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:38,3.1,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4604339,-111.9458329
2013-0265-01-2,2/26/2020 13:43,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:43,3.1,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4603215,-111.9433497
2013-0265-01-3,2/26/2020 13:38,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:38,6.9,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4604275,-111.9437429
2013-0265-01-4,2/26/2020 13:38,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:38,9.5,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4604632,-111.943659
2013-0265-01-5,2/26/2020 13:38,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:38,2.58,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4609748,-111.9438424
2013-0265-01-6,2/26/2020 13:38,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:38,1.1,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4608269,-111.94455
2013-0265-01-7,2/26/2020 13:38,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:38,5.7,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.461254,-111.9458396
2013-0265-01-8,2/26/2020 13:38,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:38,2.3,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4613602,-111.9458395
2013-0265-01-9,2/26/2020 13:47,Alive,"Didn't do well after transplant to butte. Saguaro Inventory 2020, VN, 2/26/20",2/26/2020 13:47,0.8,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4588676,-111.9447295
2013-0266-01-11,2/26/2020 13:40,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:40,18.6,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4615341,-111.9450014
2013-0266-01-12,2/26/2020 13:38,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:38,12.5,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4616797,-111.9446205
2013-0266-01-13,2/26/2020 13:40,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:40,5.5,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4615568,-111.9461912
2013-0266-01-14,2/26/2020 13:38,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:38,14.7,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4603773,-111.9453004
2013-0266-01-16,2/26/2020 13:38,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:38,3.8,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4598765,-111.9455082
2013-0266-01-17,2/26/2020 13:38,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:38,5.5,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4597619,-111.9455784
2013-0266-01-18,2/26/2020 13:38,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:38,5.2,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4597751,-111.9458181
2013-0266-01-19,2/26/2020 13:39,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:39,6.6,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4603994,-111.9449443
2013-0266-01-2,2/26/2020 13:40,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:40,17.1,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4614312,-111.9437159
2013-0266-01-20,2/26/2020 13:40,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:40,5.3,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4597689,-111.9456311
2013-0266-01-3,2/26/2020 13:39,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:39,3.6,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4609302,-111.9442764
2013-0266-01-4,2/26/2020 13:39,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:39,18.3,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4606971,-111.9445809
2013-0266-01-5,2/26/2020 13:38,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:38,5.9,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4610079,-111.9446182
2013-0266-01-6,2/26/2020 13:38,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:38,7.2,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4610649,-111.9448183
2013-0266-01-7,2/26/2020 13:38,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:38,6.3,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4610422,-111.9448468
2013-0266-01-9,2/26/2020 13:38,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:38,20.6,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4614037,-111.9449372
2013-1093-01-1,2/26/2020 13:42,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:42,1.54,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4603319,-111.9436452
2013-1313-01-2,2/26/2020 13:42,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:42,4,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4622037,-111.9466892
2013-1313-01-3,2/26/2020 13:42,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:42,2.8,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4622019,-111.9466712
2014-0148-01-1,2/26/2020 13:42,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:42,1.4,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4617433,-111.9475115
2014-0148-01-2,2/14/2019 0:00,Alive,Inventoried; in propagation during full garden saguaro inventory of Feb 2019,2/24/2015 0:00,2,inches,"0 arms, 0 buds",,
2014-0148-01-3,2/26/2020 13:47,Alive,"Recent frost damage. Saguaro Inventory 2020, VN, 2/26/20",2/26/2020 13:47,0.3,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4592685,-111.9449155
2014-0148-01-4,2/26/2020 13:45,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:45,1.2,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4607676,-111.9447309
2014-0148-01-5,2/26/2020 13:46,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:46,0.5,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.459244,-111.9446149
2014-0148-01-6,2/26/2020 13:47,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:47,0.5,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4590495,-111.9448365
2014-0148-01-7,2/26/2020 13:46,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:46,0.3,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4594037,-111.944736
2014-0149-01-1,2/26/2020 13:42,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:42,3.5,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4600966,-111.9428815
2014-0149-01-10,2/26/2020 13:42,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:42,5.3,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4633479,-111.9433526
2014-0149-01-11,2/26/2020 13:42,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:42,6.2,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4634929,-111.9433672
2014-0149-01-12,2/26/2020 13:42,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:42,5.9,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4635058,-111.9433229
2014-0149-01-13,2/26/2020 13:42,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:42,5.1,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4635511,-111.9433676
2014-0149-01-14,2/26/2020 13:42,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:42,3.8,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4636363,-111.943469
2014-0149-01-15,2/26/2020 13:42,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:42,3.2,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4636851,-111.9436647
2014-0149-01-16,2/26/2020 13:42,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:42,4.2,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4637188,-111.9436585
2014-0149-01-17,2/26/2020 13:42,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:42,2.8,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4637125,-111.9437173
2014-0149-01-18,2/26/2020 13:42,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:42,4.3,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.463522,-111.9436732
2014-0149-01-19,2/26/2020 13:42,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:42,3.2,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4635082,-111.9435755
2014-0149-01-2,2/26/2020 13:42,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:42,2.6,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4602144,-111.9430503
2014-0149-01-20,2/26/2020 13:42,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:42,2.8,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4634633,-111.9435476
2014-0149-01-22,2/26/2020 13:42,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:42,4.4,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4635591,-111.9439421
2014-0149-01-23,2/26/2020 13:42,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:42,3.8,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4628119,-111.9456617
2014-0149-01-24,2/26/2020 13:42,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:42,3.54,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4600351,-111.9490371
2014-0149-01-25,2/26/2020 13:42,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:42,4.31,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4600321,-111.9490069
2014-0149-01-26,2/26/2020 13:43,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:43,4.31,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4599997,-111.949024
2014-0149-01-27,2/26/2020 13:43,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:43,2.7,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4598067,-111.9496287
2014-0149-01-28,2/26/2020 13:43,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:43,5.4,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4597878,-111.9496516
2014-0149-01-29,2/26/2020 13:43,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:43,8.8,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4597728,-111.9496515
2014-0149-01-3,2/26/2020 13:42,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:42,3.6,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4601471,-111.9436559
2014-0149-01-30,2/26/2020 13:43,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:43,4.3,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4597554,-111.9497291
2014-0149-01-31,2/26/2020 13:43,Alive,"Recent frost damage. Saguaro Inventory 2020, VN, 2/26/20",2/26/2020 13:43,3.3,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4597972,-111.9497793
2014-0149-01-32,2/26/2020 13:43,Alive,"Squishy at base. Saguaro Inventory 2020, VN, 2/26/20",2/26/2020 13:43,2.6,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4597561,-111.9497881
2014-0149-01-4,2/26/2020 13:42,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:42,5.3,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4631452,-111.9433314
2014-0149-01-5,2/26/2020 13:42,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:42,5.8,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4631572,-111.9433478
2014-0149-01-6,2/26/2020 13:42,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:42,4.1,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4631478,-111.9433771
2014-0149-01-7,2/26/2020 13:42,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:42,5.3,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4632861,-111.9433704
2014-0149-01-9,2/26/2020 13:42,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:42,4.2,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4632834,-111.9434025
2014-0159-01-1,2/26/2020 13:43,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:43,2.9,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.460942,-111.9442757
2014-0329-01-1,2/26/2020 13:43,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:43,4.2,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4603016,-111.9433918
2014-0329-01-2,2/26/2020 13:43,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:43,3,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4602832,-111.9433998
2014-0329-01-3,2/26/2020 13:43,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:43,3,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4603054,-111.9434334
2014-0561-01-1,2/15/2018 0:00,Alive,Verify ID; Inventoried during annual DBG saguaro inventory kk 2/2018,,,,,,
2014-0561-01-2,2/14/2019 0:00,Alive,Inventoried; in propagation during full garden saguaro inventory of Feb 2019,,,,,,
2014-0561-01-3,2/14/2019 0:00,Alive,Inventoried; in propagation during full garden saguaro inventory of Feb 2019,,,,,,
2014-0873-01-1,2/26/2020 13:43,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:43,2.3,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4602096,-111.9432503
2014-0873-01-2,2/26/2020 13:43,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:43,3.4,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.460222,-111.9431438
2014-0873-01-3,2/26/2020 13:43,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:43,2.5,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.460135,-111.9432467
2014-0873-01-4,2/26/2020 13:43,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:43,2.8,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4598664,-111.9427563
2014-0873-01-5,2/26/2020 13:43,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:43,2.9,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.460032,-111.9432439
2014-0873-01-6,2/26/2020 13:43,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:43,2.7,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4601595,-111.9429392
2014-0873-01-7,2/26/2020 13:43,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:43,1.5,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4599112,-111.9428414
2014-0873-01-8,2/26/2020 13:43,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:43,2.3,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4599497,-111.9427412
