Accession/Planting,Most Recent Inventory Date,Status,Inventory Note,Most Recent Measurement Date,Height,Height Unit,Measurement Note,Inventory Latitude,Inventory Longitude
1966-8295-01-1,2/26/2020 13:53,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:53,20.3,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4604389,-111.9442294
1970-1021-01-1,2/26/2020 13:54,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:54,22.3,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4602771,-111.9448278
1970-9909-01-1,2/26/2020 13:52,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:52,25.1,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4602243,-111.9443447
1971-0130-01-1,2/26/2020 13:52,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:52,8.6,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4599415,-111.9427742
1972-0180-01-1,3/29/2019 19:33,Alive,"Saguaro Inventory 2019, VN, 2/15/19",2/27/2015 0:00,6,feet,0 arms. 0 buds.,33.4609004,-111.9448526
1976-0079-01-1,2/26/2020 13:55,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:55,17.5,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4607423,-111.945156
1976-0235-01-1,2/26/2020 13:54,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:54,14.7,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4593412,-111.9446111
1976-0379-01-10,2/26/2020 13:42,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:42,23.7,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4597065,-111.9443708
1976-0379-01-11,2/26/2020 13:54,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:54,18,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4596734,-111.94429
1976-0379-01-12,2/26/2020 13:54,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:54,19.2,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4596155,-111.9442195
1976-0379-01-13,2/26/2020 13:41,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:41,15.8,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4596519,-111.9442294
1976-0379-01-14,2/26/2020 13:54,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:54,15.4,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4597414,-111.944285
1976-0379-01-15,2/26/2020 13:54,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:54,19.6,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4596472,-111.9441563
1976-0379-01-16,2/26/2020 13:54,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:54,17.8,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4595947,-111.9441564
1976-0379-01-18,2/26/2020 13:41,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:41,25.8,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4598262,-111.943933
1976-0379-01-2,2/26/2020 13:54,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:54,19.5,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4600377,-111.9443074
1976-0379-01-20,2/26/2020 13:41,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:41,19,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4597334,-111.9438287
1976-0379-01-21,2/26/2020 13:41,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:41,12.9,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4597889,-111.9439899
1976-0379-01-22,2/26/2020 13:41,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:41,10.7,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4597831,-111.9438593
1976-0379-01-23,2/26/2020 13:41,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:41,14.4,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.459254,-111.9440509
1976-0379-01-24,2/26/2020 13:54,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:54,10.8,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4594492,-111.9446866
1976-0379-01-25,2/26/2020 13:54,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:54,11.5,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4593407,-111.9444758
1976-0379-01-26,2/26/2020 13:54,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:54,15.2,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4594469,-111.9449124
1976-0379-01-27,2/26/2020 13:54,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:54,13.2,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4593757,-111.9448465
1976-0379-01-3,2/26/2020 13:54,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:54,21.3,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4592717,-111.9441741
1976-0379-01-4,2/26/2020 13:54,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:54,19.3,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4596703,-111.9444708
1976-0379-01-5,2/26/2020 13:41,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:41,10.6,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4599328,-111.9443291
1976-0379-01-6,2/26/2020 13:41,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:41,17.7,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4597485,-111.9444001
1976-0379-01-7,2/26/2020 13:41,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:41,13.5,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4601066,-111.9441693
1976-0379-01-8,2/26/2020 13:41,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:41,13.5,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4597624,-111.944443
1976-0379-01-9,2/26/2020 13:40,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:40,18.9,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.459658,-111.9443793
1977-0885-01-1,2/26/2020 13:55,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:55,13.2,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4594487,-111.943859
1977-0886-01-1,2/26/2020 13:55,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:55,13.3,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.459494,-111.9438244
1977-1445-01-1,2/26/2020 13:34,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:34,11.9,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4619002,-111.9455623
1977-1446-01-1,2/26/2020 13:56,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:56,14.8,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4593532,-111.9436934
1977-1448-01-1,2/26/2020 13:34,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:34,17.4,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.46192,-111.9454704
1978-0471-01-1,2/26/2020 13:37,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:37,14.1,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.459163,-111.943769
1978-0472-01-1,2/26/2020 13:37,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:37,14.2,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4592397,-111.943711
1978-0480-01-1,2/26/2020 13:54,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:54,18.8,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4592242,-111.9440336
1978-0499-01-1,2/26/2020 13:37,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:37,7.4,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4593364,-111.943657
1978-0500-01-2,2/26/2020 13:55,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:55,12.7,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4594276,-111.9437264
1978-0542-01-1,2/26/2020 13:44,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:44,12.7,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.461899,-111.9455266
1978-0542-01-10,2/26/2020 13:53,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:53,18.2,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4591266,-111.9440396
1978-0542-01-11,2/26/2020 13:53,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:53,22.8,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4591322,-111.9439863
1978-0542-01-13,2/26/2020 13:53,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:53,18.4,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4589598,-111.9438414
1978-0542-01-14,2/26/2020 13:39,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:39,6.3,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4592706,-111.9438898
1978-0542-01-15,2/26/2020 13:54,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:54,26.9,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4591898,-111.9438906
1978-0542-01-16,2/26/2020 13:55,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:55,12.4,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4589562,-111.9437549
1978-0542-01-17,2/26/2020 13:55,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:55,15.6,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4589297,-111.9437537
1978-0542-01-18,2/26/2020 13:54,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:54,16.5,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4592858,-111.9440998
1978-0542-01-3,2/26/2020 13:44,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:44,21.4,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.459442,-111.9441187
1978-0542-01-4,2/26/2020 13:43,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:43,19.7,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4595685,-111.9441706
1978-0542-01-5,2/26/2020 13:54,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:54,19.3,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4593563,-111.9440271
1978-0542-01-6,2/26/2020 13:54,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:54,4.8,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4592993,-111.9439075
1978-0542-01-7,2/26/2020 13:54,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:54,21.3,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4595189,-111.9440562
1978-0542-01-8,2/26/2020 13:55,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:55,24.4,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.458944,-111.9440095
1978-0542-01-9,2/26/2020 13:54,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:54,18.8,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.459179,-111.9441234
1978-0603-01-1,2/26/2020 13:53,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:53,21.5,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4603522,-111.9450246
1979-0358-01-1,2/26/2020 13:53,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:53,8.7,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.460122,-111.942857
1979-0359-01-1,2/26/2020 13:52,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:52,18.4,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4614994,-111.9451212
1980-0075-01-3,2/26/2020 13:55,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:55,15,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.45952,-111.9443401
1980-0075-01-4,2/26/2020 13:41,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:41,13.1,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4596145,-111.9444084
1980-0075-01-5,2/26/2020 13:41,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:41,10,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4594383,-111.9440503
1980-0278-01-3,2/26/2020 13:55,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:55,14,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4596028,-111.9438383
1980-0279-01-3,2/26/2020 13:55,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:55,16.7,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4596052,-111.9443521
1980-0369-01-1,2/26/2020 13:39,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:39,8.9,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4592518,-111.9438847
1980-0369-01-3,2/26/2020 13:54,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:54,16.9,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.459293,-111.9438894
1981-0042-01-1,2/26/2020 13:41,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:41,14,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4595714,-111.9442933
1981-0042-01-10,2/26/2020 13:41,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:41,16.4,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4594741,-111.9436847
1981-0042-01-3,2/26/2020 13:54,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:54,6.8,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4595687,-111.9441015
1981-0042-01-4,2/26/2020 13:54,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:54,14,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4596703,-111.9442572
1981-0042-01-5,2/26/2020 13:55,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:55,11.3,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4595396,-111.9442546
1981-0042-01-6,2/26/2020 13:43,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:43,6.3,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4595666,-111.9441949
1982-0006-06-1,2/26/2020 13:55,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:55,20.8,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4589842,-111.9436435
1982-0006-06-10,2/26/2020 13:55,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:55,14.3,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4598675,-111.943784
1982-0006-06-12,2/26/2020 13:55,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:55,17.6,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4599603,-111.9436724
1982-0006-06-15,2/26/2020 13:39,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:39,12,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4589575,-111.9437092
1982-0006-06-16,2/26/2020 13:55,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:55,13.2,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4589455,-111.9437491
1982-0006-06-19,2/26/2020 13:55,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:55,11.9,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4590155,-111.9437753
1982-0006-06-20,2/26/2020 13:55,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:55,15,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4600461,-111.9438243
1982-0006-06-21,2/26/2020 13:55,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:55,9.2,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4600788,-111.9437435
1982-0006-06-22,2/26/2020 13:39,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:39,7.9,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4600791,-111.9437535
1982-0006-06-23,2/26/2020 13:53,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:53,8,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4589693,-111.9436898
1982-0006-06-24,2/26/2020 13:41,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:41,14.4,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4627928,-111.947729
1982-0006-06-3,2/26/2020 13:53,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:53,14.6,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4591624,-111.9436427
1982-0006-06-4,2/26/2020 13:55,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:55,10.5,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4592904,-111.9435885
1982-0006-06-5,2/26/2020 13:55,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:55,9.2,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4593081,-111.9435726
1982-0006-06-6,2/26/2020 13:55,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:55,15.6,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4594242,-111.943484
1982-0006-06-7,2/26/2020 13:41,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:41,16.7,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4593734,-111.9434941
1982-0006-06-8,2/26/2020 13:39,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:39,9,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4598268,-111.9437423
1982-0006-06-9,2/26/2020 13:39,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:39,6.6,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4598246,-111.9437351
1982-0015-01-10,2/14/2020 15:16,Alive,"Added planting February 2020, jbw.",3/10/2015 0:00,19.8,feet,4 arms. 0 buds.,33.4625188,-111.9481169
1982-0015-01-11,2/14/2020 0:00,Alive,"This plant was erroneously accessioned during the 2012 Saguaro Inventory as 2012-0315-01-30. Its number was changed back to 1985-0015-01-11 when its original tag was discovered in 2020, February 2020, vn.",3/10/2015 0:00,6.3,feet,"0 arms, 0 buds.",,
1982-0015-01-12,2/26/2020 13:56,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:56,17.1,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4593913,-111.9436235
1982-0015-01-13,2/26/2020 13:37,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:37,6.2,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4593377,-111.9437059
1982-0015-01-2,2/26/2020 13:53,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:53,11.2,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4603422,-111.9445781
1982-0015-01-5,2/14/2020 12:17,Alive,"Added planting February 2020, jbw.",3/10/2015 0:00,6,feet,0 arms. 0 buds.,33.462615,-111.9479614
1982-0015-01-6,2/26/2020 13:55,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:55,15.7,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4594257,-111.9436801
1982-0015-01-8,2/26/2020 13:55,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:55,16.1,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4603445,-111.943775
1982-0015-01-9,2/26/2020 13:55,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:55,9.3,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4594267,-111.9438483
1982-0108-06-2,2/26/2020 13:54,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:54,13.6,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4604256,-111.9447631
1982-0108-06-4,2/26/2020 13:53,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:53,10.7,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4603823,-111.9445763
1982-0108-06-5,2/26/2020 13:54,Alive,"Wobbly. Saguaro Inventory 2020, VN, 2/26/20",2/26/2020 13:54,6,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4603864,-111.9448437
1983-0683-01-1,2/26/2020 13:37,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:37,10,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4591316,-111.9437457
1983-0683-01-2,2/26/2020 13:54,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:54,9.9,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4595357,-111.9449754
1983-0683-01-3,2/26/2020 13:40,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:40,15.7,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4600033,-111.9432024
1983-0683-01-7,2/26/2020 13:40,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:40,7.8,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4599863,-111.9432129
1985-0217-01-1,2/26/2020 13:32,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:32,20.5,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4625886,-111.9475808
1985-0254-01-1,2/26/2020 13:52,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:52,9.7,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4600844,-111.9432072
1985-0254-01-10,2/26/2020 13:38,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:38,17.4,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4594029,-111.9424935
1985-0254-01-11,2/26/2020 13:40,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:40,17,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4596688,-111.9425762
1985-0254-01-12,2/26/2020 13:38,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:38,18.4,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4596704,-111.9422965
1985-0254-01-19,2/26/2020 13:37,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:37,19.3,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4597583,-111.942875
1985-0254-01-2,2/26/2020 13:40,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:40,11.8,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4621,-111.9463864
1985-0254-01-21,2/26/2020 13:37,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:37,16.4,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4596188,-111.9429106
1985-0254-01-22,2/26/2020 13:37,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:37,8.1,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4596213,-111.9428823
1985-0254-01-23,2/26/2020 13:44,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:44,9.2,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4595714,-111.9428553
1985-0254-01-25,2/26/2020 13:38,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:38,19.9,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4594771,-111.9428977
1985-0254-01-27,2/26/2020 13:37,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:37,15.5,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4597209,-111.9429006
1985-0254-01-28,2/26/2020 13:51,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:51,27.4,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4590786,-111.9424444
1985-0254-01-29,2/26/2020 13:51,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:51,20.6,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4589447,-111.9424227
1985-0254-01-3,2/26/2020 13:37,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:37,11.5,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4601166,-111.9432656
1985-0254-01-30,2/26/2020 13:51,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:51,22.4,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4590166,-111.9424429
1985-0254-01-31,2/26/2020 13:51,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:51,19.6,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4589939,-111.9423702
1985-0254-01-4,2/26/2020 13:53,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:53,10,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.460188,-111.9431181
1985-0254-01-6,2/26/2020 13:52,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:52,10.5,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4601511,-111.9432687
